neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price
Frankfurter Allee Süd FK,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,140.0
Osloer Straße,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,90.0
Prenzlauer Berg Süd,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,375.0
Kurfürstendamm,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,375.0
Neuköllner Mitte/Zentrum,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,640.04
Prenzlauer Berg Südwest,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,0.5634887202290602,395.0
Karl-Marx-Allee-Nord,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,190.0
Britz,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,-1.1894982372971914,170.0
Alexanderplatz,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.020840265613023688,410.0
Grunewald,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,140.0
Moabit Ost,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,130.0
nördliche Luisenstadt,Entire loft,Entire home/apt,0.7285029236329619,-0.33430847470792335,-1.559171367930834,1.7321466919132278,445.0
Karlshorst,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,270.0
Tempelhofer Vorstadt,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,150.0
Drakestr.,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,230.0
Frankfurter Allee Süd FK,Entire rental unit,Entire home/apt,0.28334061740628186,1.7310379495469592,0.73012556504314,-0.020840265613023688,290.0
Nord 2,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,1.1478177060711439,185.0
Kantstraße,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,120.0
Alexanderplatz,Room in boutique hotel,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,200.0
Prenzlauer Berg Nordwest,Private room in condo,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,155.0
Prenzlauer Berg Nordwest,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-1.559171367930834,-0.6051692514551075,1014.35
Schöneberg-Nord,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,1.874774031530127,1.7321466919132278,290.0
Brunnenstr. Süd,Entire rental unit,Entire home/apt,2.0639898423130014,1.7310379495469592,3.019422498017114,1.7321466919132278,905.0
Helmholtzplatz,Entire rental unit,Entire home/apt,1.173665229859642,0.6983647374195179,1.874774031530127,1.7321466919132278,470.0
Reuterstraße,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,195.0
Alexanderplatz,Entire condo,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,195.0
südliche Luisenstadt,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,325.0
Reuterstraße,Entire condo,Entire home/apt,-0.6069839950470781,0.6983647374195179,0.73012556504314,-0.020840265613023688,190.0
Karl-Marx-Allee-Nord,Entire condo,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.020840265613023688,255.0
Oberschöneweide,Private room in rental unit,Private room,-0.6069839950470781,0.6983647374195179,-0.414522901443847,-0.020840265613023688,90.0
Tempelhof,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,0.5634887202290602,275.0
Schöneberg-Nord,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-1.559171367930834,0.5634887202290602,150.0
Friedrichsfelde Nord,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-1.1894982372971914,50.0
Schöneberg-Süd,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,250.0
Frankfurter Allee Süd FK,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,140.0
Südliche Friedrichstadt,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,135.0
Alexanderplatz,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,1.1478177060711439,390.0
Neue Kantstraße,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,965.87
Tempelhofer Vorstadt,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,150.0
Schmargendorf,Entire rental unit,Entire home/apt,0.7285029236329619,1.7310379495469592,0.73012556504314,2.3164756777553115,570.0
Reuterstraße,Entire condo,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,395.0
Alexanderplatz,Shared room in hostel,Shared room,1.173665229859642,-0.33430847470792335,-0.414522901443847,2.3164756777553115,570.0
Rudow,Private room in townhouse,Private room,-0.6069839950470781,0.6983647374195179,-0.414522901443847,-0.6051692514551075,95.0
Schloß Charlottenburg,Private room in rental unit,Private room,-0.1618216888203981,0.6983647374195179,-0.414522901443847,-0.6051692514551075,155.0
Reuterstraße,Private room in rental unit,Private room,-0.6069839950470781,-1.3669816868353646,-0.414522901443847,-0.6051692514551075,195.0
Zehlendorf  Südwest,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,170.0
Ostpreußendamm,Private room in home,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,75.0
Alexanderplatz,Entire condo,Entire home/apt,-0.1618216888203981,1.7310379495469592,-0.414522901443847,-0.6051692514551075,300.0
Rudow,Entire home,Entire home/apt,1.173665229859642,0.6983647374195179,1.874774031530127,-0.6051692514551075,280.0
Karl-Marx-Allee-Süd,Private room in boat,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-1.1894982372971914,180.0
Kantstraße,Entire rental unit,Entire home/apt,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,120.0
Schöneberg-Nord,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-1.559171367930834,-0.6051692514551075,285.0
südliche Luisenstadt,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,165.0
Schillerpromenade,Entire condo,Entire home/apt,0.28334061740628186,0.6983647374195179,0.73012556504314,-0.020840265613023688,295.0
Mariendorf,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,155.0
Brunnenstr. Nord,Entire rental unit,Entire home/apt,0.7285029236329619,-0.33430847470792335,0.73012556504314,-0.6051692514551075,505.0
Ost 2,Private room in rental unit,Private room,-0.6069839950470781,1.7310379495469592,-0.414522901443847,-0.6051692514551075,225.0
Alexanderplatz,Camper/RV,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,200.0
Zehlendorf  Nord,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,165.0
Frankfurter Allee Nord,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,245.0
Plänterwald,Entire rental unit,Entire home/apt,0.7285029236329619,-0.33430847470792335,-0.414522901443847,0.5634887202290602,430.0
Schöneberg-Nord,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,145.0
Weißensee,Private room in rental unit,Private room,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,160.0
Parkviertel,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,190.0
Regierungsviertel,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,175.0
Kantstraße,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,245.0
südliche Luisenstadt,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.020840265613023688,320.0
Helmholtzplatz,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,230.0
Karl-Marx-Allee-Nord,Entire rental unit,Entire home/apt,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,65.0
West 5,Room in hotel,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,225.0
Brunnenstr. Süd,Private room in rental unit,Private room,-0.6069839950470781,0.6983647374195179,-0.414522901443847,-0.6051692514551075,220.0
Osloer Straße,Entire loft,Entire home/apt,5.6252882921264415,0.6983647374195179,6.453367897478075,5.238120606965731,655.0
Forst Grunewald,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,285.0
Brunnenstr. Nord,Entire rental unit,Entire home/apt,0.7285029236329619,-0.33430847470792335,1.874774031530127,0.5634887202290602,530.0
Otto-Suhr-Allee,Room in hotel,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,155.0
südliche Luisenstadt,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,170.0
Wedding Zentrum,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,280.0
Alt  Treptow,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,155.0
Moabit West,Entire rental unit,Entire home/apt,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,75.0
Friedenau,Entire condo,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,175.0
Mariendorf,Entire rental unit,Entire home/apt,1.6188275360863218,-0.33430847470792335,1.874774031530127,2.9008046635973956,510.0
Charlottenburg Nord,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,60.0
West 2,Entire guesthouse,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,255.0
Frankfurter Allee Süd FK,Entire rental unit,Entire home/apt,1.6188275360863218,-0.33430847470792335,-0.414522901443847,0.5634887202290602,485.0
Schöneberg-Nord,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,0.73012556504314,-0.6051692514551075,220.0
West 5,Private room in rental unit,Private room,-0.6069839950470781,0.6983647374195179,-0.414522901443847,-0.6051692514551075,1134.98
Prenzlauer Berg Nordwest,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.020840265613023688,944.27
Halensee,Entire rental unit,Entire home/apt,0.7285029236329619,-0.33430847470792335,0.73012556504314,1.1478177060711439,235.0
Schöneberg-Süd,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-1.559171367930834,-0.6051692514551075,130.0
Alexanderplatz,Entire serviced apartment,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-1.559171367930834,-0.6051692514551075,200.0
Otto-Suhr-Allee,Entire rental unit,Entire home/apt,1.173665229859642,1.7310379495469592,1.874774031530127,0.5634887202290602,465.0
Parkviertel,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,190.0
Weißensee,Entire home,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,160.0
Frankfurter Allee Süd FK,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,140.0
Brunnenstr. Süd,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,215.0
Alexanderplatz,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,200.0
Reuterstraße,Private room in rental unit,Private room,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.6051692514551075,3321.22
Tempelhofer Vorstadt,Private room in rental unit,Private room,-0.6069839950470781,0.6983647374195179,-0.414522901443847,-0.6051692514551075,160.0
südliche Luisenstadt,Entire condo,Entire home/apt,0.28334061740628186,0.6983647374195179,0.73012556504314,-0.020840265613023688,330.0
Schöneberg-Süd,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,1.1478177060711439,260.0
Fennpfuhl,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,100.0
südliche Luisenstadt,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,155.0
Prenzlauer Berg Süd,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,0.73012556504314,-0.020840265613023688,1388.96
Moabit Ost,Entire rental unit,Entire home/apt,2.9543144547663616,0.6983647374195179,1.874774031530127,1.7321466919132278,675.0
Neuköllner Mitte/Zentrum,Entire condo,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.020840265613023688,355.0
südliche Luisenstadt,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,0.73012556504314,-0.020840265613023688,240.0
Südliche Friedrichstadt,Entire serviced apartment,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,135.0
Prenzlauer Berg Südwest,Entire condo,Entire home/apt,-0.6069839950470781,0.6983647374195179,0.73012556504314,-0.020840265613023688,205.0
Schöneberg-Süd,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,135.0
Brunnenstr. Nord,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,410.0
Frankfurter Allee Nord,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-1.559171367930834,1.1478177060711439,120.0
Friedenau,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,180.0
Alt  Treptow,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,155.0
Rummelsburger Bucht,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.020840265613023688,400.0
Schöneberg-Süd,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,1000.1
Weißensee,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-1.559171367930834,-0.6051692514551075,155.0
Tempelhof,Entire rental unit,Entire home/apt,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,65.0
Wedding Zentrum,Entire serviced apartment,Entire home/apt,3.8446390672197217,-0.33430847470792335,1.874774031530127,1.7321466919132278,810.0
Prenzlauer Berg Ost,Entire home,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.020840265613023688,2470.0
Tempelhof,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,0.73012556504314,-0.020840265613023688,205.0
nördliche Luisenstadt,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-1.559171367930834,-0.6051692514551075,1308.39
Regierungsviertel,Entire rental unit,Entire home/apt,1.173665229859642,-0.33430847470792335,0.73012556504314,1.7321466919132278,4407.98
Nord 1,Entire rental unit,Entire home/apt,1.173665229859642,0.6983647374195179,0.73012556504314,-0.020840265613023688,450.0
Prenzlauer Berg Südwest,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,195.0
Prenzlauer Berg Süd,Entire condo,Entire home/apt,0.7285029236329619,-0.33430847470792335,0.73012556504314,-0.020840265613023688,480.0
südliche Luisenstadt,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,300.0
Alexanderplatz,Entire condo,Entire home/apt,-0.6069839950470781,-0.33430847470792335,0.73012556504314,-0.6051692514551075,200.0
Pankow Süd,Entire rental unit,Entire home/apt,3.3994767609930414,1.7310379495469592,4.1640709645041,3.4851336494394793,580.0
Prenzlauer Berg Südwest,Entire serviced apartment,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,395.0
Rixdorf,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,2605.6
Prenzlauer Berg Südwest,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,0.73012556504314,-0.6051692514551075,100.0
Otto-Suhr-Allee,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,150.0
Albrechtstr.,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,60.0
Niederschöneweide,Entire rental unit,Entire home/apt,0.28334061740628186,0.6983647374195179,0.73012556504314,0.5634887202290602,405.0
Frankfurter Allee Süd FK,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,140.0
Schöneberg-Nord,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,145.0
Otto-Suhr-Allee,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,155.0
West 1,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,130.0
Neue Kantstraße,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,135.0
Kurfürstendamm,Private room in rental unit,Private room,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.020840265613023688,505.0
Tempelhofer Vorstadt,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,75.0
Prenzlauer Berg Südwest,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,0.5634887202290602,400.0
Tempelhofer Vorstadt,Entire loft,Entire home/apt,5.180125985899761,1.7310379495469592,-1.559171367930834,-0.6051692514551075,9999.87
Brunnenstr. Nord,Entire serviced apartment,Entire home/apt,0.7285029236329619,1.7310379495469592,0.73012556504314,0.5634887202290602,480.0
Reuterstraße,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,385.0
Alexanderplatz,Room in hotel,Private room,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,275.0
Weißensee,Room in aparthotel,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,1191.23
Wilhelmstadt,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,100.0
nördliche Luisenstadt,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,185.0
Barstraße,Private room in loft,Private room,-0.6069839950470781,3.7963843738018417,-0.414522901443847,-0.6051692514551075,120.0
Westend,Private room in rental unit,Private room,-1.0521463012737582,0.6983647374195179,-0.414522901443847,-0.6051692514551075,514.44
Alexanderplatz,Entire rental unit,Entire home/apt,0.28334061740628186,0.6983647374195179,0.73012556504314,-0.020840265613023688,405.0
Volkspark Wilmersdorf,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,135.0
Neuköllner Mitte/Zentrum,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,265.0
Alt-Lichtenberg,Room in hotel,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,210.0
Friedrichsfelde Nord,Entire home,Entire home/apt,1.173665229859642,1.7310379495469592,0.73012556504314,-0.020840265613023688,335.0
Frankfurter Allee Süd FK,Entire townhouse,Entire home/apt,0.28334061740628186,1.7310379495469592,0.73012556504314,0.5634887202290602,270.0
Frankfurter Allee Nord,Entire rental unit,Entire home/apt,1.173665229859642,-0.33430847470792335,0.73012556504314,1.1478177060711439,365.0
Rahnsdorf/Hessenwinkel,Entire rental unit,Entire home/apt,2.0639898423130014,-0.33430847470792335,0.73012556504314,1.7321466919132278,355.0
Prenzlauer Berg Nordwest,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,225.0
Alexanderplatz,Entire rental unit,Entire home/apt,-0.6069839950470781,1.7310379495469592,-0.414522901443847,-0.6051692514551075,195.0
Schöneberg-Süd,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,507.25
Frankfurter Allee Süd FK,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,0.5634887202290602,290.0
Halensee,Entire rental unit,Entire home/apt,0.7285029236329619,2.7637111616744003,0.73012556504314,-0.020840265613023688,255.0
Bohnsdorf,Private room in home,Private room,-0.6069839950470781,1.7310379495469592,-0.414522901443847,-0.6051692514551075,120.0
Parkviertel,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,95.0
Moabit Ost,Entire rental unit,Entire home/apt,1.173665229859642,1.7310379495469592,1.874774031530127,1.7321466919132278,395.0
Pankow Süd,Entire rental unit,Entire home/apt,0.28334061740628186,0.6983647374195179,0.73012556504314,1.1478177060711439,210.0
Alexanderplatz,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,405.0
Frankfurter Allee Nord,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,185.0
Otto-Suhr-Allee,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,155.0
Frankfurter Allee Süd FK,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,1007.75
Schillerpromenade,Private room in rental unit,Private room,-0.6069839950470781,1.7310379495469592,-0.414522901443847,-0.6051692514551075,155.0
Brunnenstr. Süd,Entire condo,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,0.5634887202290602,335.0
Frankfurter Allee Nord,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,185.0
Alexanderplatz,Entire condo,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,300.0
Reuterstraße,Entire rental unit,Entire home/apt,3.8446390672197217,-0.33430847470792335,0.73012556504314,3.4851336494394793,1065.0
Rahnsdorf/Hessenwinkel,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,-0.414522901443847,-0.020840265613023688,185.0
Volkspark Wilmersdorf,Entire rental unit,Entire home/apt,-1.0521463012737582,-0.33430847470792335,-1.559171367930834,-0.6051692514551075,70.0
Schillerpromenade,Entire rental unit,Entire home/apt,1.173665229859642,-0.33430847470792335,-0.414522901443847,0.5634887202290602,455.0
Baumschulenweg,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,150.0
Karl-Marx-Allee-Süd,Entire loft,Entire home/apt,2.0639898423130014,-0.33430847470792335,1.874774031530127,0.5634887202290602,2893.81
Neuköllner Mitte/Zentrum,Entire condo,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,180.0
Brunnenstr. Süd,Entire serviced apartment,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-1.559171367930834,-0.6051692514551075,215.0
Tempelhofer Vorstadt,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,0.73012556504314,-0.6051692514551075,150.0
Westend,Room in boutique hotel,Hotel room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,280.0
Schöneberg-Nord,Entire rental unit,Entire home/apt,0.28334061740628186,1.7310379495469592,0.73012556504314,-1.1894982372971914,2730.68
Tiergarten Süd,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,0.73012556504314,-0.020840265613023688,145.0
Köpenick-Süd,Entire guesthouse,Entire home/apt,-0.6069839950470781,0.6983647374195179,-0.414522901443847,-0.6051692514551075,130.0
Tiergarten Süd,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,145.0
Schillerpromenade,Entire rental unit,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,150.0
Prenzlauer Berg Nordwest,Entire condo,Entire home/apt,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,1026.55
Brunnenstr. Süd,Entire serviced apartment,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-1.559171367930834,-0.020840265613023688,325.0
Frankfurter Allee Süd FK,Entire condo,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,210.0
Altglienicke,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,1.1478177060711439,190.0
Helmholtzplatz,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,876.31
Wedding Zentrum,Entire rental unit,Entire home/apt,2.5091521485396817,-0.33430847470792335,1.874774031530127,2.3164756777553115,555.0
Frankfurter Allee Nord,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,175.0
Frankfurter Allee Süd FK,Entire rental unit,Entire home/apt,0.28334061740628186,0.6983647374195179,-0.414522901443847,-0.020840265613023688,290.0
nördliche Luisenstadt,Entire rental unit,Entire home/apt,-0.6069839950470781,0.6983647374195179,-0.414522901443847,-0.6051692514551075,185.0
Alexanderplatz,Room in hotel,Hotel room,0.28334061740628186,1.7310379495469592,0.73012556504314,1.1478177060711439,395.0
Reuterstraße,Private room in rental unit,Private room,-1.0521463012737582,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,95.0
Prenzlauer Berg Süd,Entire rental unit,Entire home/apt,-0.1618216888203981,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,280.0
Prenzlauer Berg Nordwest,Entire rental unit,Entire home/apt,0.7285029236329619,-0.33430847470792335,-0.414522901443847,0.5634887202290602,345.0
südliche Luisenstadt,Entire rental unit,Entire home/apt,0.28334061740628186,-0.33430847470792335,0.73012556504314,-0.020840265613023688,325.0
Pankow Zentrum,Private room in rental unit,Private room,-0.6069839950470781,-0.33430847470792335,-0.414522901443847,-0.6051692514551075,135.0
